Name	Field	N	Type	RA	Dec		
OGLE-LMC-RRLYR-10832	LMC102.7	19816	RRab	05:18:30.81	-68:10:36.40		
OGLE-LMC-RRLYR-10834	LMC104.7	24288	RRab	05:18:30.94	-70:30:54.70	6.6207.812	
OGLE-LMC-RRLYR-10836	LMC100.5	50780	RRab	05:18:31.05	-69:02:19.30	LMC_SC7_228621	
OGLE-LMC-RRLYR-10837	LMC103.6	40619	RRab	05:18:31.10	-69:49:32.10	LMC_SC7_122178	78.6218.2396
OGLE-LMC-RRLYR-10844	LMC103.5	109902	RRab	05:18:31.43	-69:32:28.50	LMC_SC7_159294	
OGLE-LMC-RRLYR-10845	LMC101.6	60195	RRab	05:18:31.52	-68:32:13.20		
OGLE-LMC-RRLYR-10846	LMC101.8	87526	RRab	05:18:31.55	-68:49:14.80		
OGLE-LMC-RRLYR-10847	LMC100.5	112392	RRab	05:18:31.58	-68:59:58.40	LMC_SC7_230709	
OGLE-LMC-RRLYR-10849	LMC104.5	67005	RRab	05:18:31.69	-70:08:40.00	6.6213.1678	
OGLE-LMC-RRLYR-10850	LMC104.8	21012	RRab	05:18:31.73	-70:40:48.40	13.6205.2428	
OGLE-LMC-RRLYR-10851	LMC106.6	15862	RRab	05:18:31.90	-71:36:53.90		
OGLE-LMC-RRLYR-10853	LMC101.8	39749	RRab	05:18:31.94	-68:55:37.50		
OGLE-LMC-RRLYR-10854	LMC100.8	135923	RRab	05:18:31.94	-69:27:22.10	LMC_SC7_177803	78.6223.2871
OGLE-LMC-RRLYR-10855	LMC105.5	18903	RRab	05:18:32.16	-70:51:38.20	13.6202.955	
OGLE-LMC-RRLYR-10856	LMC100.5	112416	RRab	05:18:32.43	-69:00:40.60	LMC_SC7_229087	
OGLE-LMC-RRLYR-10857	LMC103.8	26680	RRab	05:18:32.62	-70:05:21.00	78.6214.1508	
OGLE-LMC-RRLYR-10858	LMC103.5	109966	RRab	05:18:32.64	-69:36:06.30	LMC_SC7_151294	
OGLE-LMC-RRLYR-10860	LMC102.6	18190	RRab	05:18:33.02	-67:55:55.70		
OGLE-LMC-RRLYR-10861	LMC104.6	58421	RRab	05:18:33.24	-70:21:02.50		
OGLE-LMC-RRLYR-10862	LMC101.6	27917	RRab	05:18:33.28	-68:36:27.70		
OGLE-LMC-RRLYR-10863	LMC100.6	121994	RRab	05:18:33.47	-69:09:57.50	LMC_SC7_215226	
OGLE-LMC-RRLYR-10865	LMC100.6	124345	RRab	05:18:33.83	-69:09:57.70	LMC_SC7_216366	
OGLE-LMC-RRLYR-10866	LMC100.5	111828	RRab	05:18:33.95	-68:59:06.60	LMC_SC7_234675	
OGLE-LMC-RRLYR-10868	LMC101.6	60744	RRab	05:18:34.01	-68:34:12.90		
OGLE-LMC-RRLYR-10870	LMC100.8	136091	RRab	05:18:34.20	-69:24:35.40	LMC_SC7_182685	
OGLE-LMC-RRLYR-10871	LMC106.8	13049	RRab	05:18:34.26	-71:49:17.10		
OGLE-LMC-RRLYR-10873	LMC100.5	50885	RRab	05:18:34.62	-69:05:50.50	LMC_SC7_222090	
OGLE-LMC-RRLYR-10878	LMC101.6	27953	RRab	05:18:35.13	-68:36:01.70		
OGLE-LMC-RRLYR-10879	LMC101.6	60260	RRab	05:18:35.17	-68:31:22.10		
OGLE-LMC-RRLYR-10880	LMC101.7	70579	RRab	05:18:35.29	-68:39:37.20		
OGLE-LMC-RRLYR-10881	LMC103.7	77212	RRab	05:18:35.38	-69:54:20.50		
OGLE-LMC-RRLYR-10882	LMC102.7	19880	RRab	05:18:35.46	-68:09:50.80		
OGLE-LMC-RRLYR-10883	LMC100.5	50910	RRab	05:18:35.48	-69:04:05.90	LMC_SC7_223885	
OGLE-LMC-RRLYR-10885	LMC100.6	122095	RRab	05:18:35.62	-69:09:16.10	LMC_SC7_216654	
OGLE-LMC-RRLYR-10887	LMC100.8	141363	RRab	05:18:35.74	-69:24:19.00	LMC_SC7_183124	
OGLE-LMC-RRLYR-10888	LMC103.6	95732	RRab	05:18:35.82	-69:42:12.60	LMC_SC7_136536	
OGLE-LMC-RRLYR-10889	LMC104.8	21062	RRab	05:18:35.93	-70:42:46.80	13.6204.741	
OGLE-LMC-RRLYR-10890	LMC103.6	95738	RRab	05:18:35.94	-69:43:48.90	LMC_SC7_135953	
OGLE-LMC-RRLYR-10891	LMC100.6	122113	RRab	05:18:36.11	-69:07:45.00	LMC_SC7_217279	
OGLE-LMC-RRLYR-10893	LMC100.6	122122	RRab	05:18:36.48	-69:08:39.60	LMC_SC7_215644	
OGLE-LMC-RRLYR-10894	LMC103.5	51139	RRab	05:18:36.54	-69:40:39.50	LMC_SC7_144896	
OGLE-LMC-RRLYR-10895	LMC100.8	129393	RRab	05:18:36.56	-69:24:33.10	LMC_SC7_182695	
OGLE-LMC-RRLYR-10896	LMC100.6	122128	RRab	05:18:36.58	-69:06:59.70	LMC_SC7_216182	
OGLE-LMC-RRLYR-10897	LMC101.8	87638	RRab	05:18:36.72	-68:52:27.60		
OGLE-LMC-RRLYR-10898	LMC100.7	53027	RRab	05:18:36.88	-69:24:13.50	LMC_SC7_175009	
OGLE-LMC-RRLYR-10900	LMC104.8	21073	RRab	05:18:36.97	-70:40:49.80	13.6205.2384	
OGLE-LMC-RRLYR-10902	LMC101.5	22936	RRab	05:18:37.07	-68:29:09.70		
OGLE-LMC-RRLYR-10903	LMC100.6	53239	RRab	05:18:37.32	-69:13:22.60	LMC_SC7_207996	
OGLE-LMC-RRLYR-10904	LMC100.8	132839	RRab	05:18:37.41	-69:25:39.70	LMC_SC7_176787	78.6224.3064
OGLE-LMC-RRLYR-10905	LMC103.6	39488	RRab	05:18:37.43	-69:49:56.90	LMC_SC7_121116	
OGLE-LMC-RRLYR-10906	LMC104.7	24359	RRab	05:18:37.55	-70:34:27.30	13.6206.3834	
OGLE-LMC-RRLYR-10912	LMC100.6	53279	RRab	05:18:38.17	-69:12:00.40	LMC_SC7_208478	
OGLE-LMC-RRLYR-10914	LMC101.5	47717	RRab	05:18:38.23	-68:22:58.90	3.6239.457	
OGLE-LMC-RRLYR-10915	LMC105.7	37239	RRab	05:18:38.27	-71:02:14.40	13.6199.527	
OGLE-LMC-RRLYR-10916	LMC101.6	61179	RRab	05:18:38.36	-68:31:55.10	3.6237.874	
OGLE-LMC-RRLYR-10918	LMC106.7	15643	RRab	05:18:38.58	-71:39:46.00		
OGLE-LMC-RRLYR-10919	LMC103.8	25482	RRab	05:18:38.64	-70:05:06.40	78.6214.1133	
OGLE-LMC-RRLYR-10921	LMC103.7	32878	RRab	05:18:38.96	-69:54:54.80		
OGLE-LMC-RRLYR-10924	LMC102.8	22634	RRab	05:18:39.63	-68:20:11.20	3.6240.532	
OGLE-LMC-RRLYR-10926	LMC100.7	56014	RRab	05:18:39.66	-69:21:54.90	LMC_SC7_186120	
OGLE-LMC-RRLYR-10927	LMC104.5	67125	RRab	05:18:39.70	-70:10:32.10	6.6212.1410	
OGLE-LMC-RRLYR-10928	LMC100.8	133020	RRab	05:18:39.76	-69:26:15.80	LMC_SC7_176533	78.6223.3626
OGLE-LMC-RRLYR-10929	LMC103.5	113031	RRab	05:18:40.03	-69:33:36.70	LMC_SC7_160511	
OGLE-LMC-RRLYR-10932	LMC101.5	47739	RRab	05:18:40.20	-68:25:06.70	3.6239.382	
OGLE-LMC-RRLYR-10934	LMC102.8	22653	RRab	05:18:40.42	-68:20:29.90		
OGLE-LMC-RRLYR-10936	LMC100.8	133075	RRab	05:18:40.65	-69:24:36.40	LMC_SC7_177298	
OGLE-LMC-RRLYR-10938	LMC101.6	28057	RRab	05:18:40.92	-68:36:19.20	3.6236.752	
OGLE-LMC-RRLYR-10939	LMC105.7	16179	RRab	05:18:40.94	-71:07:06.00	13.6198.508	
OGLE-LMC-RRLYR-10940	LMC100.8	136660	RRab	05:18:41.04	-69:24:43.80	LMC_SC7_179445	
OGLE-LMC-RRLYR-10942	LMC105.8	12612	RRab	05:18:41.11	-71:15:24.20		
OGLE-LMC-RRLYR-10943	LMC106.5	17427	RRab	05:18:41.15	-71:19:58.00		
OGLE-LMC-RRLYR-10947	LMC106.5	17430	RRab	05:18:41.52	-71:24:28.90		
OGLE-LMC-RRLYR-10948	LMC100.6	122319	RRab	05:18:41.52	-69:06:09.40	LMC_SC7_222002	
OGLE-LMC-RRLYR-10949	LMC100.8	57468	RRab	05:18:41.55	-69:31:37.70	LMC_SC7_161619	
OGLE-LMC-RRLYR-10952	LMC103.6	98581	RRab	05:18:41.77	-69:44:34.70	LMC_SC7_137084	
OGLE-LMC-RRLYR-10953	LMC100.6	122337	RRab	05:18:42.14	-69:07:24.40	LMC_SC7_217411	
OGLE-LMC-RRLYR-10954	LMC103.6	43445	RRab	05:18:42.18	-69:46:06.10	LMC_SC7_130256	
OGLE-LMC-RRLYR-10956	LMC103.7	32980	RRab	05:18:42.25	-69:55:14.30		
OGLE-LMC-RRLYR-10960	LMC101.8	40077	RRab	05:18:43.01	-68:56:59.30	LMC_SC7_235359	
OGLE-LMC-RRLYR-10962	LMC103.8	59608	RRab	05:18:43.10	-70:00:58.40		
OGLE-LMC-RRLYR-10963	LMC105.7	16200	RRab	05:18:43.12	-71:08:51.40	13.6198.541	
OGLE-LMC-RRLYR-10964	LMC105.7	37275	RRab	05:18:43.23	-71:04:03.20	13.6199.646	
OGLE-LMC-RRLYR-10965	LMC100.5	51166	RRab	05:18:43.25	-69:05:02.50	LMC_SC7_223502	
OGLE-LMC-RRLYR-10966	LMC105.7	15803	RRab	05:18:43.33	-71:07:35.50		
OGLE-LMC-RRLYR-10967	LMC100.6	53482	RRab	05:18:43.40	-69:14:15.90	LMC_SC7_203272	
OGLE-LMC-RRLYR-10968	LMC105.8	29923	RRab	05:18:43.45	-71:11:50.60	13.6197.574	
OGLE-LMC-RRLYR-10969	LMC101.8	87786	RRab	05:18:43.71	-68:49:02.10		
OGLE-LMC-RRLYR-10970	LMC103.5	49864	RRab	05:18:43.74	-69:37:05.70	LMC_SC7_150836	78.6221.2599
OGLE-LMC-RRLYR-10971	LMC104.7	56192	RRab	05:18:43.76	-70:26:50.00		
OGLE-LMC-RRLYR-10973	LMC105.6	40446	RRab	05:18:44.05	-70:55:55.80	13.6201.449	
OGLE-LMC-RRLYR-10974	LMC105.5	19836	RRab	05:18:44.12	-70:50:22.10	13.6202.1056	
OGLE-LMC-RRLYR-10975	LMC103.6	96149	RRab	05:18:44.20	-69:45:18.00	LMC_SC7_135392	78.6219.3542
OGLE-LMC-RRLYR-10976	LMC103.5	110483	RRab	05:18:44.21	-69:32:54.80	LMC_SC7_160846	78.6222.2644
OGLE-LMC-RRLYR-10981	LMC104.5	67221	RRab	05:18:44.99	-70:09:55.90		
OGLE-LMC-RRLYR-10983	LMC106.7	15719	RRab	05:18:45.18	-71:41:17.40		
OGLE-LMC-RRLYR-10984	LMC100.7	56290	RRab	05:18:45.44	-69:23:35.70	LMC_SC7_187024	
OGLE-LMC-RRLYR-10986	LMC101.5	23038	RRab	05:18:45.67	-68:27:53.50	3.6238.536	
OGLE-LMC-RRLYR-10988	LMC101.6	28132	RRab	05:18:45.72	-68:39:19.40	3.6235.1021	
OGLE-LMC-RRLYR-10989	LMC103.5	113359	RRab	05:18:45.75	-69:33:20.70	LMC_SC7_160633	
OGLE-LMC-RRLYR-10990	LMC100.7	56306	RRab	05:18:45.79	-69:23:39.70	LMC_SC7_186986	
OGLE-LMC-RRLYR-10991	LMC105.7	16219	RRab	05:18:45.91	-71:06:05.10	13.6198.394	
OGLE-LMC-RRLYR-10993	LMC104.8	21180	RRab	05:18:46.06	-70:39:51.30	13.6205.2211	
OGLE-LMC-RRLYR-10995	LMC101.5	23046	RRab	05:18:46.26	-68:28:05.80	3.6238.425	
OGLE-LMC-RRLYR-11002	LMC100.6	122497	RRab	05:18:47.21	-69:07:29.00	LMC_SC7_216018	
OGLE-LMC-RRLYR-11003	LMC100.7	56396	RRab	05:18:47.46	-69:22:57.60	LMC_SC7_187363	78.6224.2722
OGLE-LMC-RRLYR-11004	LMC101.6	28166	RRab	05:18:47.51	-68:37:26.80	3.6236.747	
OGLE-LMC-RRLYR-11006	LMC104.7	56246	RRab	05:18:47.75	-70:26:31.20	6.6208.962	
OGLE-LMC-RRLYR-11007	LMC105.6	40482	RRab	05:18:47.76	-70:52:39.10		
OGLE-LMC-RRLYR-11009	LMC101.8	40198	RRab	05:18:47.91	-68:53:55.80		
OGLE-LMC-RRLYR-11010	LMC103.7	77637	RRab	05:18:47.97	-69:53:20.50	78.6217.1791	
OGLE-LMC-RRLYR-11011	LMC100.5	51316	RRab	05:18:48.17	-69:03:01.10	LMC_SC7_224343	
OGLE-LMC-RRLYR-11012	LMC100.6	53649	RRab	05:18:48.28	-69:13:10.80	LMC_SC7_326207	
OGLE-LMC-RRLYR-11013	LMC100.7	129268	RRab	05:18:48.36	-69:18:28.10	LMC_SC7_313139	
OGLE-LMC-RRLYR-11015	LMC105.5	44667	RRab	05:18:48.61	-70:44:49.80	13.6204.682	
OGLE-LMC-RRLYR-11017	LMC100.7	56464	RRab	05:18:48.76	-69:21:52.40	LMC_SC7_307361	
OGLE-LMC-RRLYR-11018	LMC102.6	16996	RRab	05:18:48.84	-67:59:25.10		
OGLE-LMC-RRLYR-11020	LMC103.8	25782	RRab	05:18:49.21	-70:05:04.90	6.6214.4701	
OGLE-LMC-RRLYR-11025	LMC104.6	59015	RRab	05:18:49.66	-70:20:24.20	6.6210.1863	
OGLE-LMC-RRLYR-11027	LMC106.8	13221	RRab	05:18:49.80	-71:49:29.00		
OGLE-LMC-RRLYR-11028	LMC104.7	56285	RRab	05:18:49.88	-70:26:23.50		
OGLE-LMC-RRLYR-11029	LMC101.6	60479	RRab	05:18:49.96	-68:31:56.90	3.6237.383	
OGLE-LMC-RRLYR-11030	LMC106.6	16141	RRab	05:18:50.14	-71:32:47.90		
OGLE-LMC-RRLYR-11031	LMC103.7	77722	RRab	05:18:50.28	-69:51:19.40	LMC_SC7_241013	78.6217.2038
OGLE-LMC-RRLYR-11032	LMC101.6	60483	RRab	05:18:50.31	-68:33:42.30	3.6236.645	
OGLE-LMC-RRLYR-11033	LMC100.5	112860	RRab	05:18:50.44	-69:00:21.40	LMC_SC7_346190	80.6230.1139
OGLE-LMC-RRLYR-11034	LMC104.6	59032	RRab	05:18:50.55	-70:20:09.30	6.6210.1587	
OGLE-LMC-RRLYR-11035	LMC101.5	23092	RRab	05:18:50.60	-68:28:45.60		
OGLE-LMC-RRLYR-11039	LMC105.6	40512	RRab	05:18:51.36	-70:55:28.40		
OGLE-LMC-RRLYR-11040	LMC100.7	57443	RRab	05:18:51.37	-69:21:26.60	LMC_SC7_307580	
OGLE-LMC-RRLYR-11042	LMC106.5	17554	RRab	05:18:51.46	-71:23:27.40		
OGLE-LMC-RRLYR-11045	LMC106.6	16166	RRab	05:18:52.09	-71:28:18.90		
OGLE-LMC-RRLYR-11046	LMC103.6	96503	RRab	05:18:52.22	-69:44:37.10	LMC_SC7_256043	
OGLE-LMC-RRLYR-11047	LMC102.7	20164	RRab	05:18:52.23	-68:04:56.60	3.6244.85	
OGLE-LMC-RRLYR-11048	LMC104.6	59062	RRab	05:18:52.36	-70:17:01.10		
OGLE-LMC-RRLYR-11049	LMC105.5	44704	RRab	05:18:52.70	-70:45:44.30	13.6203.724	
OGLE-LMC-RRLYR-11050	LMC105.6	40524	RRab	05:18:52.86	-70:56:00.30	13.6201.415	
OGLE-LMC-RRLYR-11051	LMC100.6	122672	RRab	05:18:52.96	-69:08:19.40	LMC_SC7_333165	80.6228.563
OGLE-LMC-RRLYR-11052	LMC100.8	61329	RRab	05:18:52.98	-69:33:14.30	LMC_SC7_281653	
OGLE-LMC-RRLYR-11053	LMC104.8	49305	RRab	05:18:53.09	-70:38:53.50	6.6205.496	
OGLE-LMC-RRLYR-11054	LMC103.7	77818	RRab	05:18:53.17	-69:54:00.80		
OGLE-LMC-RRLYR-11055	LMC105.6	17072	RRab	05:18:53.25	-70:57:44.90	13.6200.582	
OGLE-LMC-RRLYR-11058	LMC104.5	29052	RRab	05:18:53.54	-70:14:31.60	6.6211.1164	
OGLE-LMC-RRLYR-11060	LMC103.5	50360	RRab	05:18:53.84	-69:40:02.60	LMC_SC7_264374	
OGLE-LMC-RRLYR-11062	LMC103.8	61330	RRab	05:18:54.10	-69:59:57.90	78.6215.1599	
OGLE-LMC-RRLYR-11064	LMC101.8	88017	RRab	05:18:54.28	-68:49:10.50	80.6233.2036	
OGLE-LMC-RRLYR-11065	LMC104.5	67421	RRab	05:18:54.31	-70:09:08.20	6.6213.1453	
OGLE-LMC-RRLYR-11067	LMC103.5	111785	RRab	05:18:54.41	-69:36:03.30	LMC_SC7_273917	
OGLE-LMC-RRLYR-11068	LMC100.5	112975	RRab	05:18:54.57	-68:58:24.90	LMC_SC7_352261	80.6230.1125
OGLE-LMC-RRLYR-11069	LMC102.5	18100	RRab	05:18:54.63	-67:48:53.20		
OGLE-LMC-RRLYR-11071	LMC101.7	34511	RRab	05:18:54.76	-68:43:58.00	3.6234.891	
OGLE-LMC-RRLYR-11074	LMC100.6	56885	RRab	05:18:55.51	-69:11:58.10	LMC_SC7_329901	
OGLE-LMC-RRLYR-11075	LMC106.6	16206	RRab	05:18:55.61	-71:33:18.80		
OGLE-LMC-RRLYR-11076	LMC104.6	25900	RRab	05:18:55.80	-70:24:52.70	6.6209.992	
OGLE-LMC-RRLYR-11078	LMC102.6	20669	RRab	05:18:55.87	-67:59:09.90		
OGLE-LMC-RRLYR-11079	LMC101.6	60587	RRab	05:18:55.90	-68:31:43.80	3.6237.671	
OGLE-LMC-RRLYR-11081	LMC100.6	121034	RRab	05:18:56.33	-69:08:13.70	LMC_SC7_332452	
OGLE-LMC-RRLYR-11082	LMC100.5	113032	RRab	05:18:56.41	-69:01:16.10	LMC_SC7_347297	
OGLE-LMC-RRLYR-11083	LMC103.6	41724	RRab	05:18:56.43	-69:46:17.70	LMC_SC7_248526	
OGLE-LMC-RRLYR-11084	LMC101.7	33136	RRab	05:18:56.52	-68:44:49.50	80.6234.3683	
OGLE-LMC-RRLYR-11085	LMC103.5	53233	RRab	05:18:56.57	-69:37:01.10	LMC_SC7_273393	
OGLE-LMC-RRLYR-11086	LMC104.5	67456	RRab	05:18:56.60	-70:10:56.40	6.6212.1219	
OGLE-LMC-RRLYR-11088	LMC103.5	53251	RRab	05:18:56.92	-69:40:22.50	LMC_SC7_264250	
OGLE-LMC-RRLYR-11090	LMC103.5	111095	RRab	05:18:56.99	-69:33:28.40	LMC_SC7_281523	78.6222.3349
OGLE-LMC-RRLYR-11091	LMC104.6	59139	RRab	05:18:57.09	-70:16:50.70	6.6211.1213	
OGLE-LMC-RRLYR-11092	LMC101.7	70956	RRab	05:18:57.12	-68:40:49.80	3.6235.675	
OGLE-LMC-RRLYR-11093	LMC103.6	44044	RRab	05:18:57.15	-69:49:52.90	LMC_SC7_241484	78.6217.2115
OGLE-LMC-RRLYR-11094	LMC103.7	76325	RRab	05:18:57.30	-69:53:48.40		
OGLE-LMC-RRLYR-11096	LMC100.8	134663	RRab	05:18:57.32	-69:24:48.80	LMC_SC7_299450	
OGLE-LMC-RRLYR-11097	LMC103.8	60007	RRab	05:18:57.40	-70:00:22.10		
OGLE-LMC-RRLYR-11098	LMC104.6	59143	RRab	05:18:57.51	-70:18:24.30	6.6210.242	
OGLE-LMC-RRLYR-11100	LMC102.5	18136	RRab	05:18:57.80	-67:53:27.50		
OGLE-LMC-RRLYR-11101	LMC106.6	16241	RRab	05:18:57.87	-71:35:52.30		
OGLE-LMC-RRLYR-11103	LMC100.7	56932	RRab	05:18:58.01	-69:22:44.70	LMC_SC7_305263	80.6224.6330
OGLE-LMC-RRLYR-11104	LMC100.5	51568	RRab	05:18:58.11	-69:04:04.00	LMC_SC7_339658	
OGLE-LMC-RRLYR-11105	LMC104.7	24599	RRab	05:18:58.13	-70:30:47.60	6.6207.916	
OGLE-LMC-RRLYR-11106	LMC104.5	67485	RRab	05:18:58.33	-70:11:59.00	6.6212.1145	
OGLE-LMC-RRLYR-11107	LMC100.6	122865	RRab	05:18:58.49	-69:10:00.70	LMC_SC7_332705	
OGLE-LMC-RRLYR-11108	LMC103.5	53377	RRab	05:18:58.96	-69:37:08.30	LMC_SC7_271720	
OGLE-LMC-RRLYR-11110	LMC104.5	67507	RRab	05:18:59.31	-70:10:44.80	6.6212.1023	
OGLE-LMC-RRLYR-11111	LMC100.6	122900	RRab	05:18:59.61	-69:07:16.90	LMC_SC7_333452	
OGLE-LMC-RRLYR-11114	LMC105.2	464	RRab	05:18:59.99	-71:08:07.80	13.6198.579	
OGLE-LMC-RRLYR-11115	LMC100.7	57023	RRab	05:19:00.00	-69:21:26.70	LMC_SC7_307578	
OGLE-LMC-RRLYR-11116	LMC102.6	18674	RRab	05:19:00.11	-68:02:26.30		
OGLE-LMC-RRLYR-11117	LMC103.5	53448	RRab	05:19:00.34	-69:39:27.30	LMC_SC7_266213	
OGLE-LMC-RRLYR-11118	LMC100.8	58447	RRab	05:19:00.40	-69:32:44.30	LMC_SC7_280085	
OGLE-LMC-RRLYR-11120	LMC104.6	59194	RRab	05:19:00.41	-70:18:52.50	6.6210.1743	
OGLE-LMC-RRLYR-11121	LMC103.8	60084	RRab	05:19:00.43	-70:03:42.40	6.6214.4705	
OGLE-LMC-RRLYR-11123	LMC103.5	114112	RRab	05:19:00.49	-69:35:29.10	LMC_SC7_274235	78.6221.3042
OGLE-LMC-RRLYR-11124	LMC100.6	54076	RRab	05:19:00.65	-69:12:40.60	LMC_SC7_327546	
OGLE-LMC-RRLYR-11125	LMC104.5	29157	RRab	05:19:00.79	-70:13:48.20	6.6211.813	
OGLE-LMC-RRLYR-11126	LMC101.5	23219	RRab	05:19:00.82	-68:27:05.10		
OGLE-LMC-RRLYR-11128	LMC100.6	57154	RRab	05:19:00.85	-69:14:56.80	LMC_SC7_321429	
OGLE-LMC-RRLYR-11129	LMC101.5	48716	RRab	05:19:00.96	-68:25:05.20	3.6239.596	
OGLE-LMC-RRLYR-11130	LMC104.5	67536	RRab	05:19:01.02	-70:10:32.30	6.6212.1121	
OGLE-LMC-RRLYR-11131	LMC104.5	66669	RRab	05:19:01.30	-70:10:31.40		
OGLE-LMC-RRLYR-11132	LMC103.7	35590	RRab	05:19:01.51	-69:57:18.00	78.6216.2335	
OGLE-LMC-RRLYR-11133	LMC101.5	23231	RRab	05:19:01.68	-68:28:48.20	3.6238.718	
OGLE-LMC-RRLYR-11134	LMC105.1	18636	RRab	05:19:01.81	-71:14:26.10	13.6196.140	
OGLE-LMC-RRLYR-11135	LMC105.4	680	RRab	05:19:01.95	-70:51:41.10	13.6202.932	
OGLE-LMC-RRLYR-11136	LMC102.8	23181	RRab	05:19:01.97	-68:14:50.60	3.6241.389	
OGLE-LMC-RRLYR-11137	LMC106.2	1424	RRab	05:19:02.25	-71:41:09.50		
OGLE-LMC-RRLYR-11138	LMC102.5	18206	RRab	05:19:02.35	-67:54:26.40		
OGLE-LMC-RRLYR-11139	LMC106.1	1227	RRab	05:19:02.53	-71:48:39.10		
OGLE-LMC-RRLYR-11141	LMC104.5	29197	RRab	05:19:02.80	-70:13:15.30	6.6212.677	
OGLE-LMC-RRLYR-11142	LMC100.3	3704	RRab	05:19:03.04	-69:11:24.30	LMC_SC7_328089	
OGLE-LMC-RRLYR-11145	LMC100.3	64268	RRab	05:19:03.20	-69:06:12.10	LMC_SC7_339017	
OGLE-LMC-RRLYR-11146	LMC104.8	49430	RRab	05:19:03.21	-70:36:00.00	6.6206.837	
OGLE-LMC-RRLYR-11148	LMC101.6	28413	RRab	05:19:03.33	-68:38:39.30	3.6235.787	
OGLE-LMC-RRLYR-11149	LMC104.3	38415	RRab	05:19:03.43	-70:20:28.20	6.6210.1718	
OGLE-LMC-RRLYR-11150	LMC101.8	40617	RRab	05:19:03.53	-68:55:29.10	80.6231.584	
OGLE-LMC-RRLYR-11152	LMC103.2	47846	RRab	05:19:03.73	-69:51:54.20	LMC_SC7_242029	78.6217.1365
OGLE-LMC-RRLYR-11153	LMC104.4	45560	RRab	05:19:03.91	-70:09:31.10	6.6213.601	
OGLE-LMC-RRLYR-11157	LMC103.1	1356	RRab	05:19:04.31	-70:05:59.50	6.6213.1665	
OGLE-LMC-RRLYR-11158	LMC103.3	67089	RRab	05:19:04.43	-69:43:37.50	LMC_SC7_256438	
OGLE-LMC-RRLYR-11160	LMC104.2	32875	RRab	05:19:04.48	-70:29:14.60		
OGLE-LMC-RRLYR-11162	LMC103.2	998	RRab	05:19:05.04	-69:55:30.50	78.6216.1739	
OGLE-LMC-RRLYR-11163	LMC103.4	62692	RRab	05:19:05.04	-69:35:29.10	LMC_SC7_272419	78.6221.2065
OGLE-LMC-RRLYR-11164	LMC101.4	25225	RRab	05:19:05.19	-68:22:41.80	3.6239.593	
OGLE-LMC-RRLYR-11165	LMC103.4	3759	RRab	05:19:05.20	-69:37:21.60	LMC_SC7_271641	
OGLE-LMC-RRLYR-11166	LMC102.1	3973	RRab	05:19:05.34	-68:18:01.70	3.6240.424	
OGLE-LMC-RRLYR-11167	LMC102.4	1369	RRab	05:19:05.39	-67:50:41.80		
OGLE-LMC-RRLYR-11168	LMC105.4	25755	RRab	05:19:05.46	-70:43:37.90	13.6204.570	
OGLE-LMC-RRLYR-11170	LMC103.2	2772	RRab	05:19:05.60	-69:56:41.30	78.6216.2089	
OGLE-LMC-RRLYR-11171	LMC105.3	660	RRab	05:19:05.93	-70:57:27.00	13.6201.740	
OGLE-LMC-RRLYR-11172	LMC101.2	1001	RRab	05:19:06.08	-68:47:57.80	80.6233.1944	
OGLE-LMC-RRLYR-11173	LMC100.3	580	RRab	05:19:06.16	-69:12:50.70	LMC_SC7_325580	
OGLE-LMC-RRLYR-11175	LMC102.2	1707	RRab	05:19:06.33	-68:10:34.10	3.6242.562	
OGLE-LMC-RRLYR-11176	LMC102.4	1388	RRab	05:19:06.43	-67:48:40.70		
OGLE-LMC-RRLYR-11177	LMC100.1	2468	RRab	05:19:06.48	-69:29:50.10	LMC_SC7_288349	78.6222.2970
OGLE-LMC-RRLYR-11180	LMC106.4	1777	RRab	05:19:06.76	-71:25:25.80		
OGLE-LMC-RRLYR-11181	LMC101.1	1244	RRab	05:19:06.77	-68:52:59.60	80.6232.583	
OGLE-LMC-RRLYR-11183	LMC103.2	1163	RRab	05:19:06.91	-69:56:20.70	78.6216.1255	
OGLE-LMC-RRLYR-11184	LMC103.2	1160	RRab	05:19:06.92	-69:56:47.60	78.6216.1957	
OGLE-LMC-RRLYR-11185	LMC100.1	5113	RRab	05:19:07.11	-69:31:22.30	LMC_SC7_280821	
OGLE-LMC-RRLYR-11186	LMC101.3	827	RRab	05:19:07.23	-68:37:18.40	3.6236.529	
OGLE-LMC-RRLYR-11187	LMC104.2	911	RRab	05:19:07.32	-70:30:35.70		
OGLE-LMC-RRLYR-11189	LMC103.2	51943	RRab	05:19:07.51	-69:52:33.20	78.6217.1503	
OGLE-LMC-RRLYR-11191	LMC105.1	417	RRab	05:19:07.77	-71:17:36.50		
OGLE-LMC-RRLYR-11192	LMC100.1	81116	RRab	05:19:07.83	-69:27:28.20	LMC_SC7_299988	
OGLE-LMC-RRLYR-11193	LMC104.3	38472	RRab	05:19:07.99	-70:20:07.60		
OGLE-LMC-RRLYR-11196	LMC100.1	76545	RRab	05:19:08.56	-69:25:46.80	LMC_SC7_295948	
OGLE-LMC-RRLYR-11198	LMC103.1	2351	RRab	05:19:08.76	-70:06:28.40	6.6334.626	
OGLE-LMC-RRLYR-11200	LMC100.1	2169	RRab	05:19:08.84	-69:30:02.70	LMC_SC7_287692	
