Name	Field	N	Type	RA	Dec		
OGLE-LMC-RRLYR-11201	LMC103.3	66965	RRab	05:19:08.87	-69:45:00.20	LMC_SC7_257326	78.6340.3880
OGLE-LMC-RRLYR-11202	LMC100.1	2595	RRab	05:19:08.91	-69:30:34.20	LMC_SC7_288028	78.6343.4904
OGLE-LMC-RRLYR-11203	LMC102.2	1781	RRab	05:19:08.99	-68:06:42.20	3.6364.514	
OGLE-LMC-RRLYR-11204	LMC105.3	23720	RRab	05:19:09.06	-70:56:19.50	13.6322.394	
OGLE-LMC-RRLYR-11205	LMC103.1	40644	RRab	05:19:09.27	-70:00:00.20	6.6336.5807	
OGLE-LMC-RRLYR-11206	LMC100.2	2666	RRab	05:19:09.32	-69:20:05.10	LMC_SC7_313990	
OGLE-LMC-RRLYR-11207	LMC101.1	43758	RRab	05:19:09.36	-68:50:57.70		
OGLE-LMC-RRLYR-11210	LMC106.4	1816	RRab	05:19:09.70	-71:20:44.70		
OGLE-LMC-RRLYR-11211	LMC101.2	35574	RRab	05:19:09.73	-68:40:35.00	3.6356.924	
OGLE-LMC-RRLYR-11213	LMC101.3	29877	RRab	05:19:09.89	-68:31:47.10	3.6358.840	
OGLE-LMC-RRLYR-11215	LMC100.1	78292	RRab	05:19:10.24	-69:25:05.60	LMC_SC7_297425	
OGLE-LMC-RRLYR-11217	LMC103.3	67065	RRab	05:19:10.43	-69:42:41.80	LMC_SC7_258481	
OGLE-LMC-RRLYR-11218	LMC103.2	3259	RRab	05:19:10.71	-69:58:15.70	6.6336.5868	
OGLE-LMC-RRLYR-11219	LMC100.1	78308	RRab	05:19:10.72	-69:28:06.00	LMC_SC7_291077	
OGLE-LMC-RRLYR-11220	LMC105.2	536	RRab	05:19:10.78	-71:08:59.00	13.6319.252	
OGLE-LMC-RRLYR-11222	LMC102.1	1926	RRab	05:19:11.06	-68:21:03.50	3.6361.706	
OGLE-LMC-RRLYR-11225	LMC104.4	1361	RRab	05:19:11.20	-70:13:00.00	6.6333.992	
OGLE-LMC-RRLYR-11226	LMC103.1	875	RRab	05:19:11.28	-70:04:00.00	6.6335.5358	
OGLE-LMC-RRLYR-11228	LMC104.2	1041	RRab	05:19:11.49	-70:31:34.50		
OGLE-LMC-RRLYR-11229	LMC100.2	2781	RRab	05:19:11.96	-69:22:40.70	LMC_SC7_305296	
OGLE-LMC-RRLYR-11230	LMC105.2	21900	RRab	05:19:12.00	-71:04:27.80	13.6320.341	
OGLE-LMC-RRLYR-11232	LMC101.3	906	RRab	05:19:12.40	-68:35:44.70	3.6357.830	
OGLE-LMC-RRLYR-11233	LMC105.2	548	RRab	05:19:12.61	-71:06:35.00	13.6319.343	
OGLE-LMC-RRLYR-11234	LMC104.2	32978	RRab	05:19:12.74	-70:29:46.00	6.6328.712	
OGLE-LMC-RRLYR-11235	LMC104.3	38540	RRab	05:19:12.84	-70:19:53.40		
OGLE-LMC-RRLYR-11236	LMC100.1	2180	RRab	05:19:12.94	-69:30:21.40	LMC_SC7_596753	
OGLE-LMC-RRLYR-11237	LMC103.4	4498	RRab	05:19:13.08	-69:40:21.40	LMC_SC7_736590	
OGLE-LMC-RRLYR-11239	LMC103.4	1813	RRab	05:19:13.20	-69:36:44.20	LMC_SC7_271884	
OGLE-LMC-RRLYR-11240	LMC101.3	918	RRab	05:19:13.24	-68:38:38.00		
OGLE-LMC-RRLYR-11241	LMC103.1	39333	RRab	05:19:13.30	-70:01:52.90	6.6335.5472	
OGLE-LMC-RRLYR-11242	LMC100.3	63328	RRab	05:19:13.44	-69:07:07.90	LMC_SC7_332575	
OGLE-LMC-RRLYR-11243	LMC105.3	23757	RRab	05:19:13.52	-70:53:28.40	13.6323.51	
OGLE-LMC-RRLYR-11245	LMC100.3	64624	RRab	05:19:13.60	-69:10:26.50	LMC_SC7_327027	
OGLE-LMC-RRLYR-11246	LMC105.1	18722	RRab	05:19:13.76	-71:14:31.70		
OGLE-LMC-RRLYR-11247	LMC101.2	35642	RRab	05:19:13.95	-68:42:21.00	3.6355.1030	
OGLE-LMC-RRLYR-11250	LMC104.4	538	RRab	05:19:14.22	-70:13:28.80	6.6333.631	
OGLE-LMC-RRLYR-11251	LMC104.3	38568	RRab	05:19:14.26	-70:17:23.50	6.6332.956	
OGLE-LMC-RRLYR-11252	LMC101.4	752	RRab	05:19:14.44	-68:28:58.90	3.6359.738	
OGLE-LMC-RRLYR-11253	LMC105.1	464	RRab	05:19:14.59	-71:19:31.10		
OGLE-LMC-RRLYR-11255	LMC102.1	2008	RRab	05:19:14.70	-68:21:53.60		
OGLE-LMC-RRLYR-11256	LMC104.1	26267	RRab	05:19:14.73	-70:39:24.80	13.6326.2684	
OGLE-LMC-RRLYR-11257	LMC103.1	39384	RRab	05:19:14.89	-69:59:47.50	78.6336.3991	
OGLE-LMC-RRLYR-11258	LMC102.1	2019	RRab	05:19:15.00	-68:16:18.40	3.6362.673	
OGLE-LMC-RRLYR-11259	LMC104.4	1425	RRab	05:19:15.15	-70:14:34.50	6.6332.1108	
OGLE-LMC-RRLYR-11260	LMC100.2	2937	RRab	05:19:15.29	-69:22:27.40	LMC_SC7_307038	
OGLE-LMC-RRLYR-11261	LMC103.3	67302	RRab	05:19:15.30	-69:42:14.60	LMC_SC7_258715	
OGLE-LMC-RRLYR-11263	LMC104.2	33006	RRab	05:19:15.35	-70:28:22.70	6.6329.656	
OGLE-LMC-RRLYR-11264	LMC106.3	1583	RRab	05:19:15.56	-71:29:34.40		
OGLE-LMC-RRLYR-11265	LMC101.3	29952	RRab	05:19:15.58	-68:34:09.70	3.6357.735	
OGLE-LMC-RRLYR-11266	LMC105.2	21937	RRab	05:19:15.68	-71:02:42.20	13.6320.276	
OGLE-LMC-RRLYR-11267	LMC101.3	29961	RRab	05:19:15.81	-68:31:15.10	3.6358.661	
OGLE-LMC-RRLYR-11268	LMC103.4	68019	RRab	05:19:15.81	-69:35:23.70		
OGLE-LMC-RRLYR-11269	LMC102.2	1906	RRab	05:19:15.83	-68:09:00.00	3.6364.494	
OGLE-LMC-RRLYR-11270	LMC101.4	25992	RRab	05:19:15.99	-68:25:04.50		
OGLE-LMC-RRLYR-11273	LMC100.2	2995	RRab	05:19:16.45	-69:21:17.70	LMC_SC7_307647	80.6346.2058
OGLE-LMC-RRLYR-11274	LMC103.2	54458	RRab	05:19:16.53	-69:53:11.20		
OGLE-LMC-RRLYR-11276	LMC102.1	2044	RRab	05:19:16.64	-68:18:35.00	3.6361.447	
OGLE-LMC-RRLYR-11277	LMC103.1	39083	RRab	05:19:16.74	-70:03:00.60		
OGLE-LMC-RRLYR-11279	LMC103.3	4547	RRab	05:19:17.03	-69:48:21.70	LMC_SC7_247765	
OGLE-LMC-RRLYR-11280	LMC103.3	1950	RRab	05:19:17.28	-69:49:39.20	LMC_SC7_241558	
OGLE-LMC-RRLYR-11281	LMC105.4	25871	RRab	05:19:17.29	-70:43:46.10	13.6325.1064	
OGLE-LMC-RRLYR-11282	LMC103.3	67402	RRab	05:19:17.32	-69:41:59.70	LMC_SC7_258843	
OGLE-LMC-RRLYR-11283	LMC103.1	1033	RRab	05:19:17.37	-70:06:26.70		
OGLE-LMC-RRLYR-11284	LMC101.2	35692	RRab	05:19:17.43	-68:42:07.90	3.6355.1080	
OGLE-LMC-RRLYR-11285	LMC100.2	76117	RRab	05:19:17.51	-69:18:31.50	LMC_SC7_314667	
OGLE-LMC-RRLYR-11286	LMC106.1	2866	RRab	05:19:17.56	-71:49:31.40		
OGLE-LMC-RRLYR-11288	LMC104.3	38614	RRab	05:19:18.03	-70:20:35.30	6.6331.1840	
OGLE-LMC-RRLYR-11289	LMC105.3	23793	RRab	05:19:18.21	-70:55:41.90		
OGLE-LMC-RRLYR-11290	LMC101.1	43968	RRab	05:19:18.35	-68:49:14.40	80.6354.3617	
OGLE-LMC-RRLYR-11291	LMC101.3	1020	RRab	05:19:18.75	-68:35:06.80		
OGLE-LMC-RRLYR-11292	LMC104.1	26314	RRab	05:19:18.88	-70:38:24.90	13.6326.2729	
OGLE-LMC-RRLYR-11293	LMC104.4	1487	RRab	05:19:18.90	-70:13:50.70	6.6332.1151	
OGLE-LMC-RRLYR-11294	LMC103.1	1089	RRab	05:19:19.39	-70:07:40.50		
OGLE-LMC-RRLYR-11295	LMC106.1	2888	RRab	05:19:19.41	-71:47:11.10		
OGLE-LMC-RRLYR-11296	LMC103.3	67494	RRab	05:19:19.47	-69:42:52.60	LMC_SC7_258390	
OGLE-LMC-RRLYR-11298	LMC104.4	45830	RRab	05:19:19.71	-70:10:25.80	6.6333.847	
OGLE-LMC-RRLYR-11301	LMC100.3	66961	RRab	05:19:20.12	-69:07:11.30	LMC_SC7_334808	
OGLE-LMC-RRLYR-11303	LMC100.3	64882	RRab	05:19:20.69	-69:06:00.20	LMC_SC7_339083	80.6349.1439
OGLE-LMC-RRLYR-11306	LMC104.2	1147	RRab	05:19:21.16	-70:34:56.70	6.6327.394	
OGLE-LMC-RRLYR-11307	LMC103.4	4878	RRab	05:19:21.22	-69:38:06.90	LMC_SC7_274748	
OGLE-LMC-RRLYR-11309	LMC100.3	4694	RRab	05:19:21.50	-69:13:09.60	LMC_SC7_327334	
OGLE-LMC-RRLYR-11310	LMC102.2	1996	RRab	05:19:21.59	-68:06:30.90	3.6364.559	
OGLE-LMC-RRLYR-11312	LMC100.2	6189	RRab	05:19:22.56	-69:20:19.70	LMC_SC7_313886	80.6346.3167
OGLE-LMC-RRLYR-11314	LMC104.3	1204	RRab	05:19:22.67	-70:25:35.00	6.6330.998	
OGLE-LMC-RRLYR-11315	LMC100.3	2458	RRab	05:19:22.75	-69:12:28.70	LMC_SC7_327631	
OGLE-LMC-RRLYR-11316	LMC101.1	1655	RRab	05:19:22.79	-68:55:18.10	80.6352.1029	
OGLE-LMC-RRLYR-11317	LMC105.3	23831	RRab	05:19:22.86	-70:53:35.70	13.6323.63	
OGLE-LMC-RRLYR-11318	LMC100.1	3335	RRab	05:19:22.89	-69:32:23.90	LMC_SC7_280251	78.6343.1509
OGLE-LMC-RRLYR-11319	LMC103.4	3981	RRab	05:19:22.91	-69:39:18.90	LMC_SC7_264658	
OGLE-LMC-RRLYR-11320	LMC103.4	2222	RRab	05:19:22.95	-69:38:58.80	LMC_SC7_264798	
OGLE-LMC-RRLYR-11321	LMC103.2	52523	RRab	05:19:22.99	-69:53:50.70		
OGLE-LMC-RRLYR-11323	LMC104.2	33090	RRab	05:19:23.41	-70:28:57.00	6.6329.812	
OGLE-LMC-RRLYR-11324	LMC100.2	73968	RRab	05:19:23.42	-69:17:29.50	LMC_SC7_315089	80.6347.1992
OGLE-LMC-RRLYR-11325	LMC103.4	69796	RRab	05:19:23.49	-69:33:08.00	LMC_SC7_281720	
OGLE-LMC-RRLYR-11326	LMC105.3	813	RRab	05:19:23.60	-70:57:41.70	13.6321.371	
OGLE-LMC-RRLYR-11329	LMC100.3	64977	RRab	05:19:23.87	-69:10:24.60	LMC_SC7_328478	
OGLE-LMC-RRLYR-11331	LMC105.4	892	RRab	05:19:24.17	-70:51:43.50	13.6323.1218	
OGLE-LMC-RRLYR-11332	LMC103.2	3714	RRab	05:19:24.25	-69:58:51.00		
OGLE-LMC-RRLYR-11333	LMC103.4	5032	RRab	05:19:24.38	-69:36:54.40	LMC_SC7_271820	78.6342.1925
OGLE-LMC-RRLYR-11336	LMC100.2	2287	RRab	05:19:24.60	-69:21:37.80	LMC_SC7_304509	
OGLE-LMC-RRLYR-11337	LMC102.3	1915	RRab	05:19:24.71	-67:59:08.60		
OGLE-LMC-RRLYR-11338	LMC101.3	30085	RRab	05:19:24.72	-68:32:57.00	3.6358.757	
OGLE-LMC-RRLYR-11339	LMC105.2	647	RRab	05:19:24.74	-71:07:17.80	13.6319.328	
OGLE-LMC-RRLYR-11340	LMC103.4	69864	RRab	05:19:24.75	-69:36:02.30	LMC_SC7_272177	
OGLE-LMC-RRLYR-11342	LMC105.3	23850	RRab	05:19:24.91	-70:53:26.00	13.6323.65	
OGLE-LMC-RRLYR-11343	LMC105.1	548	RRab	05:19:24.95	-71:17:09.30		
OGLE-LMC-RRLYR-11344	LMC104.1	833	RRab	05:19:24.97	-70:40:11.50	13.6326.2759	
OGLE-LMC-RRLYR-11345	LMC103.1	39649	RRab	05:19:24.98	-70:02:26.60	78.6335.1320	
OGLE-LMC-RRLYR-11346	LMC101.2	1383	RRab	05:19:25.05	-68:45:01.00	3.6355.941	
OGLE-LMC-RRLYR-11347	LMC106.1	1487	RRab	05:19:25.12	-71:54:17.40		
OGLE-LMC-RRLYR-11348	LMC102.1	2246	RRab	05:19:25.38	-68:18:27.80	3.6361.682	
OGLE-LMC-RRLYR-11349	LMC104.3	1265	RRab	05:19:25.70	-70:22:30.50	6.6330.644	
OGLE-LMC-RRLYR-11350	LMC103.3	65156	RRab	05:19:25.87	-69:43:37.70	LMC_SC7_256440	
OGLE-LMC-RRLYR-11351	LMC104.3	38710	RRab	05:19:25.90	-70:20:27.20	6.6331.1413	
OGLE-LMC-RRLYR-11354	LMC102.1	2263	RRab	05:19:26.04	-68:16:24.40	3.6362.643	
OGLE-LMC-RRLYR-11355	LMC105.2	22009	RRab	05:19:26.09	-71:03:32.90		
OGLE-LMC-RRLYR-11356	LMC101.3	1148	RRab	05:19:26.09	-68:38:54.60	3.6356.1217	
OGLE-LMC-RRLYR-11358	LMC103.1	41234	RRab	05:19:26.26	-70:02:04.10	78.6335.1391	
OGLE-LMC-RRLYR-11362	LMC105.3	834	RRab	05:19:26.73	-70:58:34.60	13.6321.370	
OGLE-LMC-RRLYR-11363	LMC102.3	1945	RRab	05:19:26.75	-67:56:52.20		
OGLE-LMC-RRLYR-11364	LMC104.1	26139	RRab	05:19:26.96	-70:36:45.30		
OGLE-LMC-RRLYR-11367	LMC105.4	918	RRab	05:19:27.27	-70:47:58.60	13.6324.1377	
OGLE-LMC-RRLYR-11369	LMC103.4	5189	RRab	05:19:27.58	-69:37:36.00	LMC_SC7_273098	
OGLE-LMC-RRLYR-11370	LMC103.3	8954	RRab	05:19:27.67	-69:48:38.00	LMC_SC7_249015	
OGLE-LMC-RRLYR-11371	LMC106.4	2059	RRab	05:19:27.68	-71:20:45.00		
OGLE-LMC-RRLYR-11372	LMC106.1	1521	RRab	05:19:28.02	-71:48:06.60		
OGLE-LMC-RRLYR-11373	LMC100.3	5043	RRab	05:19:28.24	-69:13:03.50	LMC_SC7_449705	
OGLE-LMC-RRLYR-11374	LMC101.1	1794	RRab	05:19:28.25	-68:55:58.10	LMC_SC7_475256	80.6352.1865
OGLE-LMC-RRLYR-11375	LMC103.4	70090	RRab	05:19:28.27	-69:33:15.50	LMC_SC7_398965	
OGLE-LMC-RRLYR-11376	LMC106.2	1773	RRab	05:19:28.33	-71:40:34.20		
OGLE-LMC-RRLYR-11377	LMC103.2	52745	RRab	05:19:28.47	-69:54:39.70	78.6337.1308	
OGLE-LMC-RRLYR-11378	LMC101.1	1798	RRab	05:19:28.49	-68:55:54.80	80.6352.1621	
OGLE-LMC-RRLYR-11379	LMC102.1	2321	RRab	05:19:28.66	-68:19:37.20		
OGLE-LMC-RRLYR-11380	LMC103.3	2511	RRab	05:19:28.79	-69:46:22.40	LMC_SC7_365941	
OGLE-LMC-RRLYR-11381	LMC106.1	1529	RRab	05:19:28.83	-71:50:02.30		
OGLE-LMC-RRLYR-11382	LMC101.1	1809	RRab	05:19:28.88	-68:54:58.90	80.6352.1587	
OGLE-LMC-RRLYR-11383	LMC106.3	1758	RRab	05:19:28.92	-71:32:03.90		
OGLE-LMC-RRLYR-11384	LMC104.2	1234	RRab	05:19:29.27	-70:31:09.60		
OGLE-LMC-RRLYR-11385	LMC100.4	2719	RRab	05:19:29.32	-69:05:30.80	LMC_SC7_462268	
OGLE-LMC-RRLYR-11387	LMC103.3	2550	RRab	05:19:29.69	-69:48:13.10	LMC_SC7_365273	
OGLE-LMC-RRLYR-11388	LMC103.4	73284	RRab	05:19:29.92	-69:34:34.90	LMC_SC7_400054	
OGLE-LMC-RRLYR-11389	LMC103.3	2561	RRab	05:19:30.07	-69:50:10.10	LMC_SC7_357491	78.6338.1160
OGLE-LMC-RRLYR-11391	LMC104.4	1643	RRab	05:19:30.27	-70:14:18.20		
OGLE-LMC-RRLYR-11393	LMC100.2	6708	RRab	05:19:30.51	-69:23:16.30	LMC_SC7_427806	80.6345.7547
OGLE-LMC-RRLYR-11394	LMC102.2	2124	RRab	05:19:30.52	-68:05:34.20	3.6365.193	
OGLE-LMC-RRLYR-11396	LMC103.3	5217	RRab	05:19:30.60	-69:49:51.10	LMC_SC7_360158	
OGLE-LMC-RRLYR-11397	LMC100.2	3629	RRab	05:19:30.80	-69:22:49.40	LMC_SC7_428056	80.6345.7354
OGLE-LMC-RRLYR-11398	LMC100.2	74327	RRab	05:19:30.81	-69:17:09.20	LMC_SC7_434976	
OGLE-LMC-RRLYR-11399	LMC105.1	18869	RRab	05:19:30.85	-71:13:23.60	13.6318.238	
OGLE-LMC-RRLYR-11401	LMC102.2	2122	RRab	05:19:31.06	-68:12:22.00		
OGLE-LMC-RRLYR-11403	LMC102.1	4635	RRab	05:19:31.13	-68:18:02.30	3.6361.699	
OGLE-LMC-RRLYR-11404	LMC103.2	55038	RRab	05:19:31.14	-69:52:27.10		
OGLE-LMC-RRLYR-11405	LMC103.2	51479	RRab	05:19:31.19	-69:53:40.60		
OGLE-LMC-RRLYR-11406	LMC100.3	67538	RRab	05:19:31.31	-69:07:32.20	LMC_SC7_456880	
OGLE-LMC-RRLYR-11410	LMC103.3	2644	RRab	05:19:32.05	-69:48:45.00	LMC_SC7_365086	
OGLE-LMC-RRLYR-11411	LMC105.4	954	RRab	05:19:32.05	-70:48:06.90	13.6324.1226	
OGLE-LMC-RRLYR-11415	LMC100.3	2783	RRab	05:19:32.23	-69:14:26.60	LMC_SC7_441986	
OGLE-LMC-RRLYR-11416	LMC100.3	65201	RRab	05:19:32.26	-69:10:12.00	LMC_SC7_449361	
OGLE-LMC-RRLYR-11417	LMC101.4	931	RRab	05:19:32.30	-68:29:23.00	3.6359.747	
OGLE-LMC-RRLYR-11418	LMC105.2	716	RRab	05:19:32.37	-71:06:24.10		
OGLE-LMC-RRLYR-11419	LMC105.1	18882	RRab	05:19:32.46	-71:14:21.60		
OGLE-LMC-RRLYR-11421	LMC105.4	961	RRab	05:19:32.83	-70:50:21.90	13.6323.1070	
OGLE-LMC-RRLYR-11422	LMC100.4	2825	RRab	05:19:32.93	-69:02:22.50	LMC_SC7_467449	
OGLE-LMC-RRLYR-11424	LMC101.1	44279	RRab	05:19:32.99	-68:52:13.50		
OGLE-LMC-RRLYR-11425	LMC100.1	79437	RRab	05:19:33.00	-69:26:22.70	LMC_SC7_417545	78.6344.1590
OGLE-LMC-RRLYR-11427	LMC101.2	654	RRab	05:19:33.26	-68:47:06.40		
OGLE-LMC-RRLYR-11428	LMC101.3	30187	RRab	05:19:33.35	-68:32:15.30	3.6358.921	
OGLE-LMC-RRLYR-11430	LMC100.2	74432	RRab	05:19:33.61	-69:17:41.90	LMC_SC7_436372	80.6346.3413
OGLE-LMC-RRLYR-11432	LMC103.1	2938	RRab	05:19:33.75	-70:04:16.80		
OGLE-LMC-RRLYR-11433	LMC100.3	2830	RRab	05:19:33.77	-69:14:46.60	LMC_SC7_441867	80.6347.2039
OGLE-LMC-RRLYR-11434	LMC103.4	70434	RRab	05:19:33.90	-69:33:55.90	LMC_SC7_398657	78.6342.1622
OGLE-LMC-RRLYR-11435	LMC101.1	1933	RRab	05:19:33.96	-68:57:10.00	LMC_SC7_474914	
OGLE-LMC-RRLYR-11436	LMC103.4	70439	RRab	05:19:34.04	-69:34:03.90	LMC_SC7_398589	78.6342.2250
OGLE-LMC-RRLYR-11438	LMC103.3	68204	RRab	05:19:34.19	-69:43:55.60	LMC_SC7_375146	
OGLE-LMC-RRLYR-11442	LMC101.3	1282	RRab	05:19:34.51	-68:36:46.20	3.6357.531	
OGLE-LMC-RRLYR-11444	LMC101.2	35997	RRab	05:19:34.62	-68:40:25.50	3.6356.765	
OGLE-LMC-RRLYR-11445	LMC103.2	2162	RRab	05:19:34.82	-69:55:08.80		
OGLE-LMC-RRLYR-11446	LMC102.1	2482	RRab	05:19:35.02	-68:13:18.80	3.6363.526	
OGLE-LMC-RRLYR-11448	LMC106.1	1630	RRab	05:19:35.42	-71:52:29.90		
OGLE-LMC-RRLYR-11449	LMC104.4	46104	RRab	05:19:35.56	-70:11:12.80	6.6333.576	
OGLE-LMC-RRLYR-11450	LMC100.4	60192	RRab	05:19:35.90	-69:00:52.00	LMC_SC7_469066	80.6351.1994
OGLE-LMC-RRLYR-11451	LMC100.4	2925	RRab	05:19:35.99	-69:01:45.20	LMC_SC7_467608	
OGLE-LMC-RRLYR-11452	LMC104.2	33243	RRab	05:19:36.12	-70:26:30.70		
OGLE-LMC-RRLYR-11453	LMC103.4	73702	RRab	05:19:36.21	-69:34:56.70	LMC_SC7_392823	78.6342.2987
OGLE-LMC-RRLYR-11454	LMC104.4	1731	RRab	05:19:36.23	-70:13:45.90	6.6332.983	
OGLE-LMC-RRLYR-11455	LMC103.3	2842	RRab	05:19:36.26	-69:48:20.70	LMC_SC7_365233	78.6339.2443
OGLE-LMC-RRLYR-11456	LMC104.1	26544	RRab	05:19:36.26	-70:35:27.70		
OGLE-LMC-RRLYR-11457	LMC106.2	1895	RRab	05:19:36.36	-71:44:27.90		
OGLE-LMC-RRLYR-11458	LMC103.2	2206	RRab	05:19:36.44	-69:57:51.50		
OGLE-LMC-RRLYR-11459	LMC105.3	23954	RRab	05:19:36.54	-70:52:19.20		
OGLE-LMC-RRLYR-11460	LMC103.4	70585	RRab	05:19:36.55	-69:35:50.40	LMC_SC7_390292	
OGLE-LMC-RRLYR-11463	LMC103.1	39972	RRab	05:19:36.80	-70:01:40.80	78.6335.1568	
OGLE-LMC-RRLYR-11465	LMC105.4	26907	RRab	05:19:36.86	-70:47:23.10		
OGLE-LMC-RRLYR-11466	LMC103.1	1585	RRab	05:19:37.16	-70:04:14.80	78.6335.1084	
OGLE-LMC-RRLYR-11467	LMC103.3	5508	RRab	05:19:37.20	-69:48:46.40	LMC_SC7_366411	78.6339.2259
OGLE-LMC-RRLYR-11469	LMC103.4	70620	RRab	05:19:37.32	-69:35:02.00	LMC_SC7_390660	78.6342.1497
OGLE-LMC-RRLYR-11470	LMC105.3	23959	RRab	05:19:37.37	-70:55:03.00		
OGLE-LMC-RRLYR-11471	LMC104.4	903	RRab	05:19:37.38	-70:12:40.70		
OGLE-LMC-RRLYR-11473	LMC104.4	46141	RRab	05:19:37.49	-70:10:43.40		
OGLE-LMC-RRLYR-11474	LMC100.2	3966	RRab	05:19:37.54	-69:22:52.90	LMC_SC7_426413	
OGLE-LMC-RRLYR-11476	LMC102.1	2532	RRab	05:19:37.70	-68:21:45.00	3.6360.647	
OGLE-LMC-RRLYR-11478	LMC104.3	1437	RRab	05:19:37.90	-70:23:22.50	6.6330.821	
OGLE-LMC-RRLYR-11480	LMC104.3	38879	RRab	05:19:38.21	-70:19:10.40	6.6331.1620	
OGLE-LMC-RRLYR-11482	LMC103.3	2931	RRab	05:19:38.53	-69:49:18.80	LMC_SC7_358757	
OGLE-LMC-RRLYR-11483	LMC103.3	68393	RRab	05:19:38.53	-69:43:42.30	LMC_SC7_375256	
OGLE-LMC-RRLYR-11485	LMC101.4	24712	RRab	05:19:38.84	-68:23:38.20		
OGLE-LMC-RRLYR-11487	LMC101.2	36072	RRab	05:19:39.06	-68:42:38.10	3.6355.664	
OGLE-LMC-RRLYR-11488	LMC100.3	5537	RRab	05:19:39.12	-69:11:36.00	LMC_SC7_450329	
OGLE-LMC-RRLYR-11490	LMC104.3	38895	RRab	05:19:39.55	-70:20:18.40		
OGLE-LMC-RRLYR-11492	LMC100.1	79791	RRab	05:19:39.87	-69:28:42.90	LMC_SC7_410828	
OGLE-LMC-RRLYR-11493	LMC100.4	3044	RRab	05:19:40.09	-69:02:12.50	LMC_SC7_467494	80.6350.753
OGLE-LMC-RRLYR-11494	LMC103.2	2338	RRab	05:19:40.09	-69:58:17.70	78.6336.1184	
OGLE-LMC-RRLYR-11495	LMC103.4	2955	RRab	05:19:40.15	-69:41:04.60	LMC_SC7_381318	78.6341.1966
OGLE-LMC-RRLYR-11496	LMC100.3	65419	RRab	05:19:40.26	-69:07:21.40	LMC_SC7_456963	
OGLE-LMC-RRLYR-11498	LMC100.4	60311	RRab	05:19:40.42	-68:58:21.00	LMC_SC7_474516	80.6351.2153
OGLE-LMC-RRLYR-11500	LMC101.3	1382	RRab	05:19:40.64	-68:37:52.60		
OGLE-LMC-RRLYR-11501	LMC104.4	46202	RRab	05:19:40.66	-70:09:51.00	6.6333.1167	
OGLE-LMC-RRLYR-11503	LMC103.4	5822	RRab	05:19:40.88	-69:40:14.20	LMC_SC7_383219	78.6341.3017
OGLE-LMC-RRLYR-11504	LMC101.1	927	RRab	05:19:40.93	-68:54:55.90		
OGLE-LMC-RRLYR-11505	LMC101.4	1036	RRab	05:19:40.97	-68:27:39.70		
OGLE-LMC-RRLYR-11506	LMC103.4	5830	RRab	05:19:41.02	-69:40:03.00	LMC_SC7_381687	
OGLE-LMC-RRLYR-11507	LMC102.1	2617	RRab	05:19:41.54	-68:19:43.40		
OGLE-LMC-RRLYR-11509	LMC100.1	4423	RRab	05:19:41.59	-69:29:34.30	LMC_SC7_408379	78.6344.2377
OGLE-LMC-RRLYR-11510	LMC100.4	3083	RRab	05:19:41.64	-69:01:44.80	LMC_SC7_467611	80.6350.1126
OGLE-LMC-RRLYR-11512	LMC105.4	1040	RRab	05:19:42.02	-70:52:05.00		
OGLE-LMC-RRLYR-11514	LMC102.1	4982	RRab	05:19:42.15	-68:13:21.60		
OGLE-LMC-RRLYR-11515	LMC100.3	44525	RRab	05:19:42.15	-69:09:24.30	LMC_SC7_456142	80.6349.1657
OGLE-LMC-RRLYR-11516	LMC104.1	1049	RRab	05:19:42.39	-70:42:55.30	13.6325.207	
OGLE-LMC-RRLYR-11518	LMC100.4	3112	RRab	05:19:42.87	-69:04:27.40	LMC_SC7_461458	
OGLE-LMC-RRLYR-11519	LMC100.1	83440	RRab	05:19:42.88	-69:28:17.30	LMC_SC7_411081	78.6344.2047
OGLE-LMC-RRLYR-11520	LMC100.2	77596	RRab	05:19:43.10	-69:17:05.70	LMC_SC7_442285	80.6347.1940
OGLE-LMC-RRLYR-11521	LMC102.2	2351	RRab	05:19:43.39	-68:09:19.30	3.6364.546	
OGLE-LMC-RRLYR-11522	LMC104.3	38952	RRab	05:19:43.39	-70:20:21.90	6.6331.1671	
OGLE-LMC-RRLYR-11523	LMC100.3	3166	RRab	05:19:43.46	-69:12:37.40	LMC_SC7_448599	
OGLE-LMC-RRLYR-11524	LMC102.3	2176	RRab	05:19:43.56	-67:55:14.80		
OGLE-LMC-RRLYR-11525	LMC103.3	3962	RRab	05:19:43.84	-69:47:41.90	LMC_SC7_627710	
OGLE-LMC-RRLYR-11526	LMC100.1	83514	RRab	05:19:43.89	-69:28:07.50	LMC_SC7_411189	
OGLE-LMC-RRLYR-11528	LMC100.3	65549	RRab	05:19:44.20	-69:07:01.60	LMC_SC7_457097	
OGLE-LMC-RRLYR-11529	LMC104.2	33346	RRab	05:19:44.21	-70:28:08.00	6.6329.904	
OGLE-LMC-RRLYR-11530	LMC104.1	26632	RRab	05:19:44.33	-70:36:21.50	13.6327.3097	
OGLE-LMC-RRLYR-11531	LMC100.1	4556	RRab	05:19:44.53	-69:30:26.00	LMC_SC7_407995	78.6343.2237
OGLE-LMC-RRLYR-11533	LMC101.1	46214	RRab	05:19:44.77	-68:51:13.80		
